,Date,Time,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passengers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary,Location,Latitude,Longitude,geometry
2679,31/07/1973,10:08,Delta Air Lines,723,"Burlilngton, VT  - Boston, MA",McDonnell Douglas DC-9-31,N975NE,47075/166,89,83,6,89,83,6,0,The flight crashed into a seawall during ILS approach in adverse weather conditions. The failure of the flightcrew to monitor altitude and to recognize passage of the aircraft through the approach decision height during an unstabilized precision approach conducted in rapidly changing meteorological conditions. Poor positioning of the aircraft for an approach by ATC. Questionable information presented by the flight director.,"Logan Airport, Boston, Massachusetts",42.3630236,-71.01340799,POINT (42.36302360000001 -71.01340798670641)
2680,13/08/1973,11:40,Aviaco Condor,118,Madrid - La Coruña,Sud-Aviation Caravelle 10-R,EC-BIC,225,85,79,6,85,79,6,1,"The aircraft experienced two missing landing attempts. On the third try, the crew tried to descent below minimum safe altitude to make visual contact with the ground. The right wing clipped trees and the aircraft crashed about 2 m from the runway. Attempting to land in meteorological conditions that were below minima.","La Coruña, Spain",43.3712091,-8.3958768,POINT (43.3712091 -8.395876800000002)
2681,15/08/1973,14:50,Private,,Port Au Prince - Cap Haitien,Norman BN-2A-6,N38JA,211,10,9,1,10,9,1,0,"While flying too low, the plane struck a mountain shrouded in clouds and located in Dondon, 21 km south of the airport. Controlled flight into terrain..","Don Don, Haiti",14.4759223,121.0302795,POINT (14.4759223 121.0302795)
2682,18/08/1973,18:51,Aeroflot,A-13,Baku - Aktau,Antonov AN-24V,CCCP-46435,87304305,64,60,4,56,54,2,0,Crashed after after attemping a return to the airport for an emergency landing. Left engine failure.,"Baku, Azerbaijan, USSR",40.378395,49.840288,POINT (40.37839500000001 49.840288)
2683,22/08/1973,11:40,AVIANCA,,Villavicencio - El Yopal,Douglas DC-3,HK-111,4105,17,14,3,16,13,3,0,Struck a hill in heavy fog. Flying VFR in IFR conditions.,"El Yopal, Colombia",5.3356662,-72.3936931,POINT (5.3356662 -72.39369309999999)
2684,27/08/1973,12:45,Aerocondor Colombia,,Bogota - Cartagena,Lockheed L-188A Electra,HK-777,1115,42,36,6,42,36,6,0,Crashed into El Cable Mountain after taking off in fog. Crew failed to follow departure procedures.,"Bogota, Colombia",4.59808,-74.0760439,POINT (4.59808 -74.0760439)
2685,28/08/1973,21:45,Military - U.S. Air Force,,Athens - Madrid,Lockheed C-141A,63-8077,6008,25,17,8,24,17,7,0,"The aircraft was cleared to 5,000 ft. but descended to 3,000 ft. The plane hit a ridge became airborne, rolled over and crashed inverted into a ravine. The flying crew failed to follow approach procedures and descended to an unsafe altitude following a misinterpretation of the ATC clearance. A lack of crew coordination, a wrong planned approach and crew fatigue.","Huete, Spain",40.143961,-2.6912644,POINT (40.143961 -2.6912644)
2686,28/08/1973,20:50,Trans World Airlines,742,Honolulu - Los Angeles,Boeing B-707-331B,N8705T,18916/455,149,141,8,1,1,0,0,"The plane porpoised while descending to LAX. The aircraft was subjected to 2 minutes of peak acceleration forces of 2.4 g.  A combination of design tolerances in the aircraft's longitudinal control system which, under certain conditions, produced a critical relationship between control forces and aircraft response.","Los Angeles, California",34.0536909,-118.2427666,POINT (34.0536909 -118.2427666)
2687,8/09/1973,5:42,World Airways,,Travis - Cold Bay - Yokota - Clark,McDonnell Douglas DC-8-63F,N802WA,46146,6,3,3,6,3,3,0,"Hit mountain at 3,500 ft., in level flight, 15.5 miles east of airport in fog. Improper IFR operation.  Descended below MSA in mountainous terrain. The captain's deviation from approved instrument approach procedures. As a result of the deviation the flight descended into an area of unreliable navigation signals and obstructing terrain.","King Cove, Alaska",55.0596198,-162.3114014,POINT (55.0596198 -162.3114014)
2688,11/09/1973,,JAT Yugoslav Airlines,,Skopje - Titograd,Aerospatiale Caravelle 6N,YU-AHD,151/149,41,35,6,41,35,6,0,"The aircraft struck Moganik Mountain at 6,300 ft., while descending. Controlled flight into terrain.",Podgorica Airport,42.36051235,19.25006061,POINT (42.36051235 19.2500606083752)
2689,20/09/1973,22:45,Private Charter,-,"Natchitoches, La - Dallas, TX",Beechcraft E18S,N50JR,BA-176,6,5,1,6,5,1,0,"The plane crashed into a tree 200 yards past the end of the runway while taking off  from Natchitoches, Louisiana Municipal Airport. A witness to the crash reported that the plane never seemed to gain any altitude. It scraped the top of a pecan tree, catching a wing and crashed to the ground. Pilot failed to see/avoid objects, obstructions. Pilot had severe coronary artery disease. Ran 3 miles from motel to airport.  May have had a heart attack. Singer Jim Croce, 30, killed.  Also killed were accompanist Maurice Muehleisen, publicist Kenny Cortese, road manager Dennis Rast, comedian George Stevens and pilot Robert Elliot. Croce's company had just completed a performance before a crowd of 2,000 at Northwest State University.","Natchitoches, Louisiana",31.7606732,-93.0860209,POINT (31.76067320000001 -93.08602090000001)
2690,27/09/1973,19:52,Texas International Airlines,655,Memphis - El Dorado - Texarkana - Dallas,Convair 600,N94230,56,11,8,3,11,8,3,0,"The aircraft flew100 miles off course and struck Black Fork Mountain, 600 feet below the summit of the peak, 91 miles North of Texarkana. Heavy thunderstorms were in the area at the time. The captain's attempt to operate the flight under VFR at night without using all the navigational aids and information available to him and his deviation from the pre-planned route without adequate positioning information.","Rich Mountain, Arkansas",36.4250721,-93.9293655,POINT (36.4250721 -93.9293655)
2691,30/09/1973,,Aeronorte,,Itaituba - Jacareacanga,Douglas DC-3A,PT-CEV,20182,9,5,4,9,5,4,0,"The crew started the takeoff roll at a point 200m down the runway, with a runway distance remaining of 1080m. After taking off, the DC-3 climbed slowly, entered a right turn, stalled and crashed in flames.  Power loss on one or both engines, due to maintenance deficiencies or fuel contamination.","Miritituba, Brazil",-4.292912,-55.960461,POINT (-4.292912 -55.960461)
2692,30/09/1973,20:37,Aeroflot,3932,"	Sverdlovsk - Omsk",Tupolev TU-104B,CCCP-42506,21904,108,100,8,108,100,8,0,"The aircraft crashed shortly after takeoff while on a go-around. After reaching an altitude of 1,200 ft. the aircraft banked to the left which steepened until the plane began to descend and finally crashed. Malfunctioning artificial horizon.","Sverdlovsk, Russia",56.839104,60.60825,POINT (56.83910400000001 60.60825)
2693,2/10/1973,23:36,Aeroflot,3932,Yakutsk - Magadan,Antonov AN-12V,CCCP-12967,9346502,10,8,2,10,8,2,0,The cargo plane struck high ground after going off course during a go-around. Crew error.,"Magadan, Russia",59.5604768,150.7988617,POINT (59.56047679999999 150.7988617)
2694,13/10/1973,20:18,Aeroflot,964,Tbilisi - Moscow,Tupolev TU-104B,CCCP-42486,21504,122,114,8,122,114,8,0,"After making a right turn, the aircraft plunged to earth from 1,500 ft.  Electrical failure of the compass and main gyro.","Domodedovo, Russia",55.4368213,37.7680693,POINT (55.4368213 37.7680693)
2695,23/10/1973,8:50,VASP,,Rio de Janeiro - Belo Horizonte,NAMC YS-11A-211,PP-SMJ,2068,65,60,5,8,8,0,0,"The takeoff from Santos Dumont airport was aborted after a loss of power occurred before the V1 speed was reached. Due to poor braking action, emergency brakes were applied. The pilot-in-command retracted the landing gear after it was apparent an overrun was imminent. The aircraft slid into Guanabara Bay.","Guanabara Bay, Brazil",-22.8169235,-43.12724767,POINT (-22.8169235 -43.127247673172)
2696,2/11/1973,,Lineas Aéreas La Urraca,,Arauca - Cucuta,Handley Page HPR-7 Herald 101,HK- 718,150,16,12,4,6,3,3,0,The aircraft crashed after diverting to Villavicencio after experiencing hydraulic problems and having to feather the No. 1engine.,"Villavicencio, Colombia",4.1315113,-73.6206667,POINT (4.1315113 -73.6206667)
2697,3/11/1973,9:39,Pan American World Airways,160,New York City - Prestwick,Boeing B-707-321C,N458PA,19368/640,3,0,3,3,0,3,0,"Smoke in the cockpit and uncontrollable fire in the cargo plane caused by spillage of nitric acid on sawdust packing in the cargo hold. The aircraft was named ""Clipper Titian.""","Boston,: Massachusetts",42.3602534,-71.0582912,POINT (42.3602534 -71.0582912)
2698,3/11/1973,16:40,National Airlines,27,"Miami, FL - San Francisco, CA",McDonnell Douglas DC-10-10,N60NA,46700/14,128,116,12,1,1,0,0,"Overspeeding of the starboard engine caused the engine to disintegrate. Pieces struck the fuselage, breaking a window, causing rapid explosive decompression and a passenger Mr. Gardner, sitting in seat 17H was sucked out of the plane.  The plane landed safely. His body was found two years later. The captain and flight engineer were experimenting with the autothrottle system by tripping the circuit breakers which supplied the instruments which measured the rotational speed of each engine's low pressure compressor. This led to engine overspeeding and destruction of the engine.","Albuquerque, New Mexico",35.0841034,-106.6509851,POINT (35.0841034 -106.6509851)
2699,17/11/1973,2:00,Air Vietnam (South Vietnam),,on - Quang Ngai,Douglas DC-3,XV-NIE,14910/26355,27,24,3,27,24,3,0,Flew into a mountain while en route. Flying under VFR in IFR conditons.,"Quang-Ngai, South Vietnam",10.63634995,107.2411693,POINT (10.63634995 107.241169324232)
2700,7/12/1973,22:29,Aeroflot,964,Mineral Waters - Moscow,Tupolev TU-104B,CCCP-42503,21901,75,68,7,13,11,5,0,The aircraft crashed after the wing touched the ground while landing short of the runway. Crew error in not executing a missed approach.,"Moscow, USSR",55.7101229,37.78177495,POINT (55.71012289999999 37.7817749515823)
2701,16/12/1973,19:13,Aeroflot,2022,Vilnius - Moscow,Tupolev TU-124,CCCP-45061,3351406,51,45,6,51,45,6,0,Went into a sudden dive and crashed to the ground. A short circuit occurred in the elevator trim system.,"Karacharovo, USSR",56.09068,40.01144,POINT (56.09068000000001 40.01144)
2702,17/12/1973,13:00,Pan American World Airways,110,Rome - Beirut,Boeing B-707-321B,N407PA,18838/412,177,167,10,30,29,1,0,"Two phosphorus bombs were thrown into the aircraft prior to its departure. The aircraft was named ""Clipper Celestial.""","Rome, Italy",41.8933203,12.4829321,POINT (41.8933203 12.4829321)
2703,21/12/1973,,Military - Vietnamese Air Force,,,Boeing Vertol CH-47 (helilcopter),,,20,,,20,,,0,Ammunition exploded while the aircraft was on the ground.,"Siagon, South Vietnam",7.85139,16.99122,POINT (7.851389999999999 16.99122)
2704,22/12/1973,22:10,Royal Air Maroc,,Paris - Tanger,Sud-Aviation Caravelle VI-N,OO-SRD,069/84,106,99,7,106,99,7,0,"After missing the outer marker, the aircraft continued off course and crashed into Mt. Mellaline, 20 kms from the airport at an elevation of 2,300 feet in rain. Crew error. The pilot started his final turn too far east of the runway.","Tetouan, Morocco",35.570175,-5.3742776,POINT (35.570175 -5.3742776)
2705,23/12/1973,22:08,Aeroflot,,Lviv - Kiev - Kuybyshev,Tupolev TU-124,CCCP-45004,350202,17,11,6,17,11,6,0,Crashed after takeoff. Engine failure. A defective turbine blade failed resulting in violent vibration of the engine and rupturing of a fuel line and causing an in-flight fire.,"Lvov, Ukraine, USSR",49.8459564,24.0308666,POINT (49.8459564 24.0308666)
2706,28/12/1973,,Executive Funds,,,Douglas DC-3,ZS-DAK,1498,25,22,3,1,1,0,0,"The No.1 engine failed while the DC-3  turned onto final approach.  Shortly thereafter,  the No.2 engine also failed. The aircraft was turned towards a beach and was ditched successfully. One  non-swimming passenger  drowned.","Durban, South Africa",-29.861825,31.009909,POINT (-29.861825 31.009909)
2707,1/01/1974,12:38,Itavia,,Bologna - Torino,Fokker F-28 Fellowship 1000,I-TIDE,11015,42,38,4,38,35,3,0,Crashed 2 miles short of the runway upside down during an approach in fog and heavy rain.,"Turin, Italy",45.0677551,7.6824892,POINT (45.06775510000001 7.682489200000001)
2708,6/01/1974,18:05,Air East,,"Pittsburgh, PA - Johnstown, PA",Beechcraft 99A,N125AE,U-125,17,15,2,12,11,1,0,Crashed short of the runway.  Failed to maintain flying speed. Improper IFR operation. Premature descent below safe approach slope for reasons undetermined.,"Johnstown, Pennsylvania",40.3267407,-78.9219698,POINT (40.3267407 -78.9219698)
2709,6/01/1974,,Servicios Aéreos Boliviano,,San Borja - La Paz,Curtiss C-46F,CP-990,22490,4,1,3,4,1,3,0,The cargo plane hit a mountain en route.,"Unduavi, Bolivia",-16.3111834,-67.9093054,POINT (-16.3111834 -67.90930539999999)
2710,6/01/1974,15:25,Aeroflot,H-75,"	Ivano-Frankovsk, Ukraine - Uzhgorod, Ukraine",Antonov AN-24V,CCCP-46357,77303405,24,18,6,24,18,6,0,The plane dove into the ground 100 meters behind the outer marker while on approach.  Icing of the horizontal stabilizer.,"Mukachevo, Ukraine",48.4415318,22.7171164,POINT (48.4415318 22.7171164)
2711,9/01/1974,16:36,SATENA,,Florencia - Bogota,Hawker Siddeley HS 748-260,FAC-1103,1704,31,28,3,31,28,3,0,The domestic flight crashed into Mt Gabinete about 34 km northwest of Florencia while en route to Bogota.,"Nevia, Colombia",4.6,-74.51667,POINT (4.6 -74.51666999999998)
2712,10/01/1974,16:30,TAM (Bolivia),,Santa Rose - La Paz,Douglas C-54,TAM-52,,24,21,3,24,21,3,0,The non-scheduled passenger flight crashed while en route to La Paz. Wreckage never found.,"La Paz, Bolivia",-16.4955455,-68.1336229,POINT (-16.4955455 -68.13362290000001)
2713,17/01/1974,13:15,Cessnyca,,Chigorodó - Medellín,Douglas DC-3A,HK-1216,1905,14,11,3,14,11,3,0,Crashed after climbing to cruising altitude.,"Chigorodo, Colombia",7.61241355,-76.63594038,POINT (7.61241355 -76.6359403826695)
2714,26/01/1974,7:30,Turkish Airlines (THY),,Izmir - Istanbul,Fokker F-28 Fellowship 1000,TC-JAO,11057,73,68,5,66,62,4,0,"The plane yawed left, pitched nose down and crashed shortly after taking off. Icing. Frost on the wings along with over rotation resulted in a stall. Crew error.","Izmir, Turkey",38.4147331,27.1434119,POINT (38.4147331 27.1434119)
2715,30/01/1974,23:41,Pan American World Airways,806,Auckland - Pago Pago,Boeing B-707-321B,N454PA,19376/661,101,91,10,97,87,10,0,"The aircraft crashed and burned while making ILS approach to Pago Pago International Airport. There was a failure of the crew to correct an excessive rate of descent causing the aircraft to fly into trees short of the runway. Windshear, sensory illusory, inadequate monitoring of flight instruments, and the failure of the crew to call out descent rate. Most aboard the aircraft were not injured by the crash but succumbed to fire and panic afterwards. The aircraft was named ""Clipper Raidant.""","Pago Pago, American Samoa",-14.2754786,-170.7048298,POINT (-14.2754786 -170.7048298)
2716,2/02/1974,21:30,Pan American World Airways,,"San Francisco, CA - Honolulu, HI - Agana, Guam",Boeing B-747,N732PA,19638/3,298,279,19,1,1,0,0,A 16 month old child was asphyxiated by a seat belt while unattended.,"Honolulu, HI",21.304547,-157.8556764,POINT (21.304547 -157.8556764)
